34000,0.080,0.154,0.068,0.185,4
35000,0.000,0.000,0.000,0.000,0
35000,0.012,0.023,0.017,0.070,1
35000,0.030,0.054,0.044,0.157,2
35000,0.053,0.097,0.057,0.174,3
35000,0.078,0.146,0.068,0.194,4
36000,0.000,0.000,0.000,0.000,0
36000,0.007,0.012,0.012,0.052,1
36000,0.026,0.047,0.037,0.129,2
36000,0.045,0.085,0.049,0.148,3
36000,0.078,0.155,0.066,0.182,4
37000,0.000,0.000,0.000,0.000,0
37000,0.011,0.021,0.018,0.067,1
37000,0.035,0.060,0.043,0.154,2
37000,0.054,0.094,0.057,0.178,3
37000,0.082,0.167,0.076,0.210,4
38000,0.000,0.000,0.000,0.000,0
38000,0.007,0.012,0.009,0.042,1
38000,0.025,0.056,0.040,0.147,2
38000,0.057,0.108,0.057,0.170,3
38000,0.086,0.171,0.074,0.203,4
39000,0.000,0.000,0.000,0.000,0
39000,0.007,0.012,0.009,0.039,1
39000,0.029,0.054,0.040,0.142,2
39000,0.060,0.120,0.060,0.178,3
39000,0.093,0.178,0.077,0.214,4
40000,0.000,0.000,0.000,0.000,0
40000,0.015,0.027,0.020,0.075,1
40000,0.039,0.073,0.053,0.184,2
40000,0.065,0.124,0.068,0.208,3
40000,0.102,0.198,0.088,0.240,4
41000,0.000,0.000,0.000,0.000,0
41000,0.009,0.016,0.014,0.053,1
41000,0.032,0.061,0.045,0.164,2
41000,0.060,0.117,0.066,0.197,3
41000,0.096,0.182,0.082,0.221,4
42000,0.000,0.000,0.000,0.000,0
42000,0.013,0.023,0.017,0.069,1
42000,0.033,0.058,0.047,0.174,2
42000,0.061,0.109,0.062,0.190,3
42000,0.089,0.175,0.081,0.219,4
43000,0.000,0.000,0.000,0.000,0
43000,0.011,0.024,0.020,0.086,1
43000,0.040,0.073,0.053,0.193,2
43000,0.069,0.132,0.073,0.218,3
43000,0.108,0.227,0.097,0.252,4
44000,0.000,0.000,0.000,0.000,0
44000,0.009,0.019,0.014,0.074,1
44000,0.038,0.072,0.052,0.177,2
44000,0.065,0.127,0.069,0.206,3
44000,0.099,0.204,0.090,0.243,4
45000,0.000,0.000,0.000,0.000,0
45000,0.008,0.014,0.013,0.051,1
45000,0.032,0.059,0.045,0.152,2
45000,0.060,0.110,0.063,0.186,3
45000,0.099,0.193,0.085,0.227,4
46000,0.000,0.000,0.000,0.000,0
46000,0.010,0.022,0.021,0.083,1
46000,0.039,0.076,0.058,0.219,2
46000,0.081,0.148,0.081,0.241,3
46000,0.110,0.207,0.097,0.268,4
47000,0.000,0.000,0.000,0.000,0
47000,0.008,0.014,0.011,0.065,1
47000,0.036,0.070,0.050,0.181,2
47000,0.064,0.115,0.069,0.209,3
47000,0.102,0.191,0.091,0.246,4
48000,0.000,0.001,0.000,0.000,0
48000,0.010,0.020,0.015,0.075,1
48000,0.042,0.076,0.057,0.200,2
48000,0.076,0.147,0.080,0.238,3
48000,0.117,0.232,0.106,0.276,4
49000,0.000,0.001,0.000,0.000,0
49000,0.011,0.019,0.015,0.081,1
49000,0.042,0.084,0.063,0.209,2
49000,0.078,0.149,0.081,0.243,3
49000,0.120,0.229,0.107,0.285,4
50000,0.000,0.000,0.000,0.000,0
50000,0.013,0.024,0.021,0.089,1
50000,0.041,0.085,0.064,0.231,2
50000,0.081,0.145,0.085,0.258,3
50000,0.116,0.220,0.108,0.294,4
51000,0.000,0.000,0.000,0.000,0
51000,0.014,0.026,0.020,0.083,1
51000,0.038,0.066,0.051,0.188,2
51000,0.071,0.133,0.075,0.223,3
51000,0.110,0.214,0.097,0.264,4
52000,0.000,0.000,0.000,0.000,0
52000,0.010,0.019,0.017,0.071,1
52000,0.038,0.067,0.050,0.182,2
52000,0.070,0.129,0.074,0.219,3
52000,0.111,0.217,0.096,0.266,4
53000,0.000,0.000,0.000,0.000,0
53000,0.012,0.020,0.017,0.074,1
53000,0.047,0.079,0.062,0.211,2
53000,0.081,0.147,0.082,0.243,3
53000,0.115,0.219,0.104,0.280,4
54000,0.000,0.000,0.000,0.000,0
54000,0.009,0.014,0.015,0.075,1
54000,0.036,0.066,0.056,0.188,2
54000,0.073,0.133,0.076,0.227,3
54000,0.116,0.229,0.103,0.271,4
55000,0.000,0.000,0.000,0.000,0
55000,0.009,0.021,0.020,0.076,1
55000,0.037,0.069,0.054,0.205,2
55000,0.074,0.131,0.080,0.242,3
55000,0.112,0.214,0.102,0.278,4
56000,0.000,0.000,0.000,0.000,0
56000,0.009,0.018,0.016,0.069,1
56000,0.041,0.085,0.063,0.222,2
56000,0.080,0.140,0.084,0.256,3
56000,0.111,0.209,0.105,0.288,4
57000,0.000,0.000,0.000,0.000,0
57000,0.013,0.027,0.023,0.094,1
57000,0.046,0.096,0.074,0.259,2
57000,0.089,0.159,0.094,0.283,3
57000,0.124,0.247,0.122,0.326,4
58000,0.000,0.000,0.000,0.000,0
58000,0.019,0.039,0.030,0.116,1
58000,0.050,0.088,0.065,0.220,2
58000,0.077,0.143,0.083,0.255,3
58000,0.116,0.229,0.109,0.295,4
59000,0.000,0.000,0.000,0.000,0
59000,0.013,0.023,0.023,0.090,1
59000,0.043,0.077,0.058,0.195,2
59000,0.081,0.146,0.080,0.237,3
59000,0.111,0.207,0.104,0.283,4
60000,0.000,0.000,0.000,0.000,0
60000,0.015,0.029,0.026,0.091,1
60000,0.046,0.088,0.065,0.231,2
60000,0.082,0.149,0.088,0.264,3
60000,0.113,0.219,0.110,0.302,4
